main item,sub item,region/currency,Period,waarde
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2018-07,2.0455
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2018-08,2.0409
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2018-09,2.129
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2018-10,2.2413
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2018-11,2.2841
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2018-12,2.4543
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2019-01,2.467
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2019-02,2.441
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2019-03,2.4348
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2019-04,2.4527
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2019-05,2.4248
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2019-06,2.339
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2019-07,2.2313
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2019-08,2.1045
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2019-09,1.9905
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2019-10,1.8183
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2019-11,1.6205
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2019-12,1.6064
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2020-01,1.5465
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2020-02,1.5305
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2020-03,0.8168
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2020-04,0.4023
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2020-05,0.081
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2020-06,0.06
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2020-07,0.0913
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2020-08,0.0633
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2020-09,0.0764
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2020-10,0.0627
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2020-11,0.0852
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2020-12,0.077
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2021-01,0.08
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2021-02,0.0815
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2021-03,0.0852
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2021-04,0.0932
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2021-05,0.0581
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2021-06,0.055
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2021-07,0.0595
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2021-08,0.0555
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2021-09,0.0582
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2021-10,0.0562
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2021-11,0.0432
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2021-12,0.0513
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2022-01,0.0848
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2022-02,0.1775
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2022-03,0.4822
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2022-04,0.6657
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2022-05,0.963
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2022-06,1.538
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2022-07,2.117
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2022-08,2.388
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2022-09,3.019
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2022-10,3.512
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2022-11,3.944
Term loans,"Euro currency market, one-month deposits",Euro-Dollar,2022-12,4.325
Term loans,"Euro currency market, one-month deposits",Euro,2001-01,4.7768
Term loans,"Euro currency market, one-month deposits",Euro,2001-02,4.781
Term loans,"Euro currency market, one-month deposits",Euro,2001-03,4.7459
Term loans,"Euro currency market, one-month deposits",Euro,2001-04,4.7505
Term loans,"Euro currency market, one-month deposits",Euro,2001-05,4.6545
Term loans,"Euro currency market, one-month deposits",Euro,2001-06,4.4967
Term loans,"Euro currency market, one-month deposits",Euro,2001-07,4.4968
Term loans,"Euro currency market, one-month deposits",Euro,2001-08,4.4309
Term loans,"Euro currency market, one-month deposits",Euro,2001-09,3.9947
Term loans,"Euro currency market, one-month deposits",Euro,2001-10,3.683
Term loans,"Euro currency market, one-month deposits",Euro,2001-11,3.3873
Term loans,"Euro currency market, one-month deposits",Euro,2001-12,3.3326
Term loans,"Euro currency market, one-month deposits",Euro,2002-01,3.3191
Term loans,"Euro currency market, one-month deposits",Euro,2002-02,3.2805
Term loans,"Euro currency market, one-month deposits",Euro,2002-03,3.2705
Term loans,"Euro currency market, one-month deposits",Euro,2002-04,3.2629
Term loans,"Euro currency market, one-month deposits",Euro,2002-05,3.2896
Term loans,"Euro currency market, one-month deposits",Euro,2002-06,3.316
Term loans,"Euro currency market, one-month deposits",Euro,2002-07,3.29
Term loans,"Euro currency market, one-month deposits",Euro,2002-08,3.2527
Term loans,"Euro currency market, one-month deposits",Euro,2002-09,3.2514
Term loans,"Euro currency market, one-month deposits",Euro,2002-10,3.2291
Term loans,"Euro currency market, one-month deposits",Euro,2002-11,3.153
Term loans,"Euro currency market, one-month deposits",Euro,2002-12,2.9175
Term loans,"Euro currency market, one-month deposits",Euro,2003-01,2.7718
Term loans,"Euro currency market, one-month deposits",Euro,2003-02,2.692
Term loans,"Euro currency market, one-month deposits",Euro,2003-03,2.5362
Term loans,"Euro currency market, one-month deposits",Euro,2003-04,2.5125
Term loans,"Euro currency market, one-month deposits",Euro,2003-05,2.4705
Term loans,"Euro currency market, one-month deposits",Euro,2003-06,2.124
Term loans,"Euro currency market, one-month deposits",Euro,2003-07,2.0796
Term loans,"Euro currency market, one-month deposits",Euro,2003-08,2.059
Term loans,"Euro currency market, one-month deposits",Euro,2003-09,2.0685
Term loans,"Euro currency market, one-month deposits",Euro,2003-10,2.05
Term loans,"Euro currency market, one-month deposits",Euro,2003-11,2.0325
Term loans,"Euro currency market, one-month deposits",Euro,2003-12,2.0748
Term loans,"Euro currency market, one-month deposits",Euro,2004-01,2.0219
Term loans,"Euro currency market, one-month deposits",Euro,2004-02,2.0035
Term loans,"Euro currency market, one-month deposits",Euro,2004-03,1.9848
Term loans,"Euro currency market, one-month deposits",Euro,2004-04,1.9925
Term loans,"Euro currency market, one-month deposits",Euro,2004-05,2.0005
Term loans,"Euro currency market, one-month deposits",Euro,2004-06,2.0191
Term loans,"Euro currency market, one-month deposits",Euro,2004-07,2.02
Term loans,"Euro currency market, one-month deposits",Euro,2004-08,2.0218
Term loans,"Euro currency market, one-month deposits",Euro,2004-09,2.0241
Term loans,"Euro currency market, one-month deposits",Euro,2004-10,2.0324
Term loans,"Euro currency market, one-month deposits",Euro,2004-11,2.0564
Term loans,"Euro currency market, one-month deposits",Euro,2004-12,2.1109
Term loans,"Euro currency market, one-month deposits",Euro,2005-01,2.0576
Term loans,"Euro currency market, one-month deposits",Euro,2005-02,2.0485
Term loans,"Euro currency market, one-month deposits",Euro,2005-03,2.0648
Term loans,"Euro currency market, one-month deposits",Euro,2005-04,2.0605
Term loans,"Euro currency market, one-month deposits",Euro,2005-05,2.0509
Term loans,"Euro currency market, one-month deposits",Euro,2005-06,2.05
Term loans,"Euro currency market, one-month deposits",Euro,2005-07,2.06
Term loans,"Euro currency market, one-month deposits",Euro,2005-08,2.0639
Term loans,"Euro currency market, one-month deposits",Euro,2005-09,2.0618
Term loans,"Euro currency market, one-month deposits",Euro,2005-10,2.0738
Term loans,"Euro currency market, one-month deposits",Euro,2005-11,2.1768
Term loans,"Euro currency market, one-month deposits",Euro,2005-12,2.3586
Term loans,"Euro currency market, one-month deposits",Euro,2006-01,2.3377
Term loans,"Euro currency market, one-month deposits",Euro,2006-02,2.4085
Term loans,"Euro currency market, one-month deposits",Euro,2006-03,2.583
Term loans,"Euro currency market, one-month deposits",Euro,2006-04,2.604
Term loans,"Euro currency market, one-month deposits",Euro,2006-05,2.65
Term loans,"Euro currency market, one-month deposits",Euro,2006-06,2.8205
Term loans,"Euro currency market, one-month deposits",Euro,2006-07,2.8862
Term loans,"Euro currency market, one-month deposits",Euro,2006-08,3.0448
Term loans,"Euro currency market, one-month deposits",Euro,2006-09,3.1157
Term loans,"Euro currency market, one-month deposits",Euro,2006-10,3.3055
Term loans,"Euro currency market, one-month deposits",Euro,2006-11,3.3777
Term loans,"Euro currency market, one-month deposits",Euro,2006-12,3.5848
Term loans,"Euro currency market, one-month deposits",Euro,2007-01,3.5635
Term loans,"Euro currency market, one-month deposits",Euro,2007-02,3.597
Term loans,"Euro currency market, one-month deposits",Euro,2007-03,3.7909
Term loans,"Euro currency market, one-month deposits",Euro,2007-04,3.8038
Term loans,"Euro currency market, one-month deposits",Euro,2007-05,3.8648
Term loans,"Euro currency market, one-month deposits",Euro,2007-06,4.0424
Term loans,"Euro currency market, one-month deposits",Euro,2007-07,4.0491
Term loans,"Euro currency market, one-month deposits",Euro,2007-08,4.2396
Term loans,"Euro currency market, one-month deposits",Euro,2007-09,4.357
Term loans,"Euro currency market, one-month deposits",Euro,2007-10,4.1522
Term loans,"Euro currency market, one-month deposits",Euro,2007-11,4.1373
Term loans,"Euro currency market, one-month deposits",Euro,2007-12,4.5833
Term loans,"Euro currency market, one-month deposits",Euro,2008-01,4.1083
Term loans,"Euro currency market, one-month deposits",Euro,2008-02,4.0852
Term loans,"Euro currency market, one-month deposits",Euro,2008-03,4.2057
Term loans,"Euro currency market, one-month deposits",Euro,2008-04,4.2714
Term loans,"Euro currency market, one-month deposits",Euro,2008-05,4.2905
Term loans,"Euro currency market, one-month deposits",Euro,2008-06,4.3771
Term loans,"Euro currency market, one-month deposits",Euro,2008-07,4.3696
Term loans,"Euro currency market, one-month deposits",Euro,2008-08,4.3962
Term loans,"Euro currency market, one-month deposits",Euro,2008-09,4.5745
Term loans,"Euro currency market, one-month deposits",Euro,2008-10,4.7978
Term loans,"Euro currency market, one-month deposits",Euro,2008-11,3.778
Term loans,"Euro currency market, one-month deposits",Euro,2008-12,2.8817
Term loans,"Euro currency market, one-month deposits",Euro,2009-01,2.0518
Term loans,"Euro currency market, one-month deposits",Euro,2009-02,1.5645
Term loans,"Euro currency market, one-month deposits",Euro,2009-03,1.1945
Term loans,"Euro currency market, one-month deposits",Euro,2009-04,0.9455
Term loans,"Euro currency market, one-month deposits",Euro,2009-05,0.801
Term loans,"Euro currency market, one-month deposits",Euro,2009-06,0.8018
Term loans,"Euro currency market, one-month deposits",Euro,2009-07,0.5135
Term loans,"Euro currency market, one-month deposits",Euro,2009-08,0.401
Term loans,"Euro currency market, one-month deposits",Euro,2009-09,0.3523
Term loans,"Euro currency market, one-month deposits",Euro,2009-10,0.3455
Term loans,"Euro currency market, one-month deposits",Euro,2009-11,0.3462
Term loans,"Euro currency market, one-month deposits",Euro,2009-12,0.3704
Term loans,"Euro currency market, one-month deposits",Euro,2010-01,0.3233
Term loans,"Euro currency market, one-month deposits",Euro,2010-02,0.292
Term loans,"Euro currency market, one-month deposits",Euro,2010-03,0.2657
Term loans,"Euro currency market, one-month deposits",Euro,2010-04,0.2818
Term loans,"Euro currency market, one-month deposits",Euro,2010-05,0.3052
Term loans,"Euro currency market, one-month deposits",Euro,2010-06,0.3441
Term loans,"Euro currency market, one-month deposits",Euro,2010-07,0.4691
Term loans,"Euro currency market, one-month deposits",Euro,2010-08,0.4632
Term loans,"Euro currency market, one-month deposits",Euro,2010-09,0.485
Term loans,"Euro currency market, one-month deposits",Euro,2010-10,0.6633
Term loans,"Euro currency market, one-month deposits",Euro,2010-11,0.6932
Term loans,"Euro currency market, one-month deposits",Euro,2010-12,0.6343
Term loans,"Euro currency market, one-month deposits",Euro,2011-01,0.7229
Term loans,"Euro currency market, one-month deposits",Euro,2011-02,0.78
Term loans,"Euro currency market, one-month deposits",Euro,2011-03,0.807
Term loans,"Euro currency market, one-month deposits",Euro,2011-04,1.041
Term loans,"Euro currency market, one-month deposits",Euro,2011-05,1.1114
Term loans,"Euro currency market, one-month deposits",Euro,2011-06,1.1673
Term loans,"Euro currency market, one-month deposits",Euro,2011-07,1.3371
Term loans,"Euro currency market, one-month deposits",Euro,2011-08,1.2817
Term loans,"Euro currency market, one-month deposits",Euro,2011-09,1.2468
Term loans,"Euro currency market, one-month deposits",Euro,2011-10,1.2652
Term loans,"Euro currency market, one-month deposits",Euro,2011-11,1.1209
Term loans,"Euro currency market, one-month deposits",Euro,2011-12,1.0482
Term loans,"Euro currency market, one-month deposits",Euro,2012-01,0.7182
Term loans,"Euro currency market, one-month deposits",Euro,2012-02,0.5076
Term loans,"Euro currency market, one-month deposits",Euro,2012-03,0.3559
Term loans,"Euro currency market, one-month deposits",Euro,2012-04,0.36
Term loans,"Euro currency market, one-month deposits",Euro,2012-05,0.3422
Term loans,"Euro currency market, one-month deposits",Euro,2012-06,0.3095
Term loans,"Euro currency market, one-month deposits",Euro,2012-07,0.16
Term loans,"Euro currency market, one-month deposits",Euro,2012-08,0.0996
Term loans,"Euro currency market, one-month deposits",Euro,2012-09,0.1085
Term loans,"Euro currency market, one-month deposits",Euro,2012-10,0.0774
Term loans,"Euro currency market, one-month deposits",Euro,2012-11,0.0355
Term loans,"Euro currency market, one-month deposits",Euro,2012-12,0.0257
Term loans,"Euro currency market, one-month deposits",Euro,2013-01,0.0252
Term loans,"Euro currency market, one-month deposits",Euro,2013-02,0.0175
Term loans,"Euro currency market, one-month deposits",Euro,2013-03,0.0143
Term loans,"Euro currency market, one-month deposits",Euro,2013-04,0.0195
Term loans,"Euro currency market, one-month deposits",Euro,2013-05,0.0122
Term loans,"Euro currency market, one-month deposits",Euro,2013-06,0.016
Term loans,"Euro currency market, one-month deposits",Euro,2013-07,0.0257
Term loans,"Euro currency market, one-month deposits",Euro,2013-08,0.0327
Term loans,"Euro currency market, one-month deposits",Euro,2013-09,0.0619
Term loans,"Euro currency market, one-month deposits",Euro,2013-10,0.0726
Term loans,"Euro currency market, one-month deposits",Euro,2013-11,0.0648
Term loans,"Euro currency market, one-month deposits",Euro,2013-12,0.1527
Term loans,"Euro currency market, one-month deposits",Euro,2014-01,0.1287
Term loans,"Euro currency market, one-month deposits",Euro,2014-02,0.1225
Term loans,"Euro currency market, one-month deposits",Euro,2014-03,0.1529
Term loans,"Euro currency market, one-month deposits",Euro,2014-04,0.1609
Term loans,"Euro currency market, one-month deposits",Euro,2014-05,0.1691
Term loans,"Euro currency market, one-month deposits",Euro,2014-06,0.0971
Term loans,"Euro currency market, one-month deposits",Euro,2014-07,0.0778
Term loans,"Euro currency market, one-month deposits",Euro,2014-08,0.0714
Term loans,"Euro currency market, one-month deposits",Euro,2014-09,-0.0464
Term loans,"Euro currency market, one-month deposits",Euro,2014-10,-0.0317
Term loans,"Euro currency market, one-month deposits",Euro,2014-11,-0.0165
Term loans,"Euro currency market, one-month deposits",Euro,2014-12,-0.0078
Term loans,"Euro currency market, one-month deposits",Euro,2015-01,-0.035
Term loans,"Euro currency market, one-month deposits",Euro,2015-02,-0.0455
Term loans,"Euro currency market, one-month deposits",Euro,2015-03,-0.0632
Term loans,"Euro currency market, one-month deposits",Euro,2015-04,-0.1055
Term loans,"Euro currency market, one-month deposits",Euro,2015-05,-0.1386
Term loans,"Euro currency market, one-month deposits",Euro,2015-06,-0.1655
Term loans,"Euro currency market, one-month deposits",Euro,2015-07,-0.1722
Term loans,"Euro currency market, one-month deposits",Euro,2015-08,-0.1905
Term loans,"Euro currency market, one-month deposits",Euro,2015-09,-0.2077
Term loans,"Euro currency market, one-month deposits",Euro,2015-10,-0.2136
Term loans,"Euro currency market, one-month deposits",Euro,2015-11,-0.2176
Term loans,"Euro currency market, one-month deposits",Euro,2015-12,-0.2883
Term loans,"Euro currency market, one-month deposits",Euro,2016-01,-0.3157
Term loans,"Euro currency market, one-month deposits",Euro,2016-02,-0.3376
Term loans,"Euro currency market, one-month deposits",Euro,2016-03,-0.3978
Term loans,"Euro currency market, one-month deposits",Euro,2016-04,-0.4348
Term loans,"Euro currency market, one-month deposits",Euro,2016-05,-0.4432
Term loans,"Euro currency market, one-month deposits",Euro,2016-06,-0.4359
Term loans,"Euro currency market, one-month deposits",Euro,2016-07,-0.4448
Term loans,"Euro currency market, one-month deposits",Euro,2016-08,-0.4509
Term loans,"Euro currency market, one-month deposits",Euro,2016-09,-0.4518
Term loans,"Euro currency market, one-month deposits",Euro,2016-10,-0.45
Term loans,"Euro currency market, one-month deposits",Euro,2016-11,-0.4527
Term loans,"Euro currency market, one-month deposits",Euro,2016-12,-0.4514
Term loans,"Euro currency market, one-month deposits",Euro,2017-01,-0.4559
Term loans,"Euro currency market, one-month deposits",Euro,2017-02,-0.4575
Term loans,"Euro currency market, one-month deposits",Euro,2017-03,-0.4604
Term loans,"Euro currency market, one-month deposits",Euro,2017-04,-0.458
Term loans,"Euro currency market, one-month deposits",Euro,2017-05,-0.4622
Term loans,"Euro currency market, one-month deposits",Euro,2017-06,-0.4645
Term loans,"Euro currency market, one-month deposits",Euro,2017-07,-0.47
Term loans,"Euro currency market, one-month deposits",Euro,2017-08,-0.4723
Term loans,"Euro currency market, one-month deposits",Euro,2017-09,-0.473
Term loans,"Euro currency market, one-month deposits",Euro,2017-10,-0.4732
Term loans,"Euro currency market, one-month deposits",Euro,2017-11,-0.4691
Term loans,"Euro currency market, one-month deposits",Euro,2017-12,-0.4724
Term loans,"Euro currency market, one-month deposits",Euro,2018-01,-0.4717
Term loans,"Euro currency market, one-month deposits",Euro,2018-02,-0.474
Term loans,"Euro currency market, one-month deposits",Euro,2018-03,-0.4705
Term loans,"Euro currency market, one-month deposits",Euro,2018-04,-0.4662
Term loans,"Euro currency market, one-month deposits",Euro,2018-05,-0.4709
Term loans,"Euro currency market, one-month deposits",Euro,2018-06,-0.4724
Term loans,"Euro currency market, one-month deposits",Euro,2018-07,-0.4732
Term loans,"Euro currency market, one-month deposits",Euro,2018-08,-0.4774
Term loans,"Euro currency market, one-month deposits",Euro,2018-09,-0.4715
Term loans,"Euro currency market, one-month deposits",Euro,2018-10,-0.4713
Term loans,"Euro currency market, one-month deposits",Euro,2018-11,-0.4732
Term loans,"Euro currency market, one-month deposits",Euro,2018-12,-0.4481
Term loans,"Euro currency market, one-month deposits",Euro,2019-01,-0.453
Term loans,"Euro currency market, one-month deposits",Euro,2019-02,-0.451
Term loans,"Euro currency market, one-month deposits",Euro,2019-03,-0.4557
Term loans,"Euro currency market, one-month deposits",Euro,2019-04,-0.4509
Term loans,"Euro currency market, one-month deposits",Euro,2019-05,-0.4474
Term loans,"Euro currency market, one-month deposits",Euro,2019-06,-0.473
Term loans,"Euro currency market, one-month deposits",Euro,2019-07,-0.4874
Term loans,"Euro currency market, one-month deposits",Euro,2019-08,-0.51
Term loans,"Euro currency market, one-month deposits",Euro,2019-09,-0.5567
Term loans,"Euro currency market, one-month deposits",Euro,2019-10,-0.5204
Term loans,"Euro currency market, one-month deposits",Euro,2019-11,-0.5181
Term loans,"Euro currency market, one-month deposits",Euro,2019-12,-0.5236
Term loans,"Euro currency market, one-month deposits",Euro,2020-01,-0.5187
Term loans,"Euro currency market, one-month deposits",Euro,2020-02,-0.5
Term loans,"Euro currency market, one-month deposits",Euro,2020-03,-0.5264
Term loans,"Euro currency market, one-month deposits",Euro,2020-04,-0.4741
Term loans,"Euro currency market, one-month deposits",Euro,2020-05,-0.4724
Term loans,"Euro currency market, one-month deposits",Euro,2020-06,-0.5327
Term loans,"Euro currency market, one-month deposits",Euro,2020-07,-0.6096
Term loans,"Euro currency market, one-month deposits",Euro,2020-08,-0.5857
Term loans,"Euro currency market, one-month deposits",Euro,2020-09,-0.5755
Term loans,"Euro currency market, one-month deposits",Euro,2020-10,-0.5791
Term loans,"Euro currency market, one-month deposits",Euro,2020-11,-0.6014
Term loans,"Euro currency market, one-month deposits",Euro,2020-12,-0.5983
Term loans,"Euro currency market, one-month deposits",Euro,2021-01,-0.6086
Term loans,"Euro currency market, one-month deposits",Euro,2021-02,-0.6055
Term loans,"Euro currency market, one-month deposits",Euro,2021-03,-0.6139
Term loans,"Euro currency market, one-month deposits",Euro,2021-04,-0.5986
Term loans,"Euro currency market, one-month deposits",Euro,2021-05,-0.6048
Term loans,"Euro currency market, one-month deposits",Euro,2021-06,-0.6009
Term loans,"Euro currency market, one-month deposits",Euro,2021-07,-0.6336
Term loans,"Euro currency market, one-month deposits",Euro,2021-08,-0.6373
Term loans,"Euro currency market, one-month deposits",Euro,2021-09,-0.6405
Term loans,"Euro currency market, one-month deposits",Euro,2021-10,-0.6219
Term loans,"Euro currency market, one-month deposits",Euro,2021-11,-0.6295
Term loans,"Euro currency market, one-month deposits",Euro,2021-12,-0.6774
Term loans,"Euro currency market, one-month deposits",Euro,2022-01,-0.6362
Term loans,"Euro currency market, one-month deposits",Euro,2022-02,-0.6035
Term loans,"Euro currency market, one-month deposits",Euro,2022-03,-0.5739
Term loans,"Euro currency market, one-month deposits",Euro,2022-04,-0.5805
Term loans,"Euro currency market, one-month deposits",Euro,2022-05,-0.556
Term loans,"Euro currency market, one-month deposits",Euro,2022-06,-0.526
Term loans,"Euro currency market, one-month deposits",Euro,2022-07,-0.338
Term loans,"Euro currency market, one-month deposits",Euro,2022-08,0.01
Term loans,"Euro currency market, one-month deposits",Euro,2022-09,0.58
Term loans,"Euro currency market, one-month deposits",Euro,2022-10,1.028
Term loans,"Euro currency market, one-month deposits",Euro,2022-11,1.444
Term loans,"Euro currency market, one-month deposits",Euro,2022-12,1.828
Term loans,"Euro currency market, three-month deposits",Yen,2001-01,0.4041
Term loans,"Euro currency market, three-month deposits",Yen,2001-02,0.3495
Term loans,"Euro currency market, three-month deposits",Yen,2001-03,0.1573
Term loans,"Euro currency market, three-month deposits",Yen,2001-04,0.1047
Term loans,"Euro currency market, three-month deposits",Yen,2001-05,0.1
Term loans,"Euro currency market, three-month deposits",Yen,2001-06,0.1
Term loans,"Euro currency market, three-month deposits",Yen,2001-07,0.1
Term loans,"Euro currency market, three-month deposits",Yen,2001-08,0.1
Term loans,"Euro currency market, three-month deposits",Yen,2001-09,0.1
Term loans,"Euro currency market, three-month deposits",Yen,2001-10,0.1
Term loans,"Euro currency market, three-month deposits",Yen,2001-11,0.1
Term loans,"Euro currency market, three-month deposits",Yen,2001-12,0.1
Term loans,"Euro currency market, three-month deposits",Yen,2002-01,0.1
Term loans,"Euro currency market, three-month deposits",Yen,2002-02,0.052
Term loans,"Euro currency market, three-month deposits",Yen,2002-03,0.008
Term loans,"Euro currency market, three-month deposits",Yen,2002-04,0.0057
Term loans,"Euro currency market, three-month deposits",Yen,2002-05,-0.0178
Term loans,"Euro currency market, three-month deposits",Yen,2002-06,-0.021
Term loans,"Euro currency market, three-month deposits",Yen,2002-07,-0.0139
Term loans,"Euro currency market, three-month deposits",Yen,2002-08,-0.0291
Term loans,"Euro currency market, three-month deposits",Yen,2002-09,-0.0186
Term loans,"Euro currency market, three-month deposits",Yen,2002-10,-0.0139
Term loans,"Euro currency market, three-month deposits",Yen,2002-11,-0.0475
Term loans,"Euro currency market, three-month deposits",Yen,2002-12,-0.026
Term loans,"Euro currency market, three-month deposits",Yen,2003-01,-0.0568
Term loans,"Euro currency market, three-month deposits",Yen,2003-02,-0.0395
Term loans,"Euro currency market, three-month deposits",Yen,2003-03,-0.0305
Term loans,"Euro currency market, three-month deposits",Yen,2003-04,-0.0245
Term loans,"Euro currency market, three-month deposits",Yen,2003-05,-0.0252
Term loans,"Euro currency market, three-month deposits",Yen,2003-06,-0.0355
Term loans,"Euro currency market, three-month deposits",Yen,2003-07,-0.0613
Term loans,"Euro currency market, three-month deposits",Yen,2003-08,-0.0965
Term loans,"Euro currency market, three-month deposits",Yen,2003-09,-0.043
Term loans,"Euro currency market, three-month deposits",Yen,2003-10,-0.0639
Term loans,"Euro currency market, three-month deposits",Yen,2003-11,-0.099
Term loans,"Euro currency market, three-month deposits",Yen,2003-12,-0.079
Term loans,"Euro currency market, three-month deposits",Yen,2004-01,-0.0767
Term loans,"Euro currency market, three-month deposits",Yen,2004-02,-0.087
Term loans,"Euro currency market, three-month deposits",Yen,2004-03,-0.0883
Term loans,"Euro currency market, three-month deposits",Yen,2004-04,-0.0845
Term loans,"Euro currency market, three-month deposits",Yen,2004-05,-0.0885
Term loans,"Euro currency market, three-month deposits",Yen,2004-06,-0.0909
Term loans,"Euro currency market, three-month deposits",Yen,2004-07,-0.0727
Term loans,"Euro currency market, three-month deposits",Yen,2004-08,-0.0627
Term loans,"Euro currency market, three-month deposits",Yen,2004-09,-0.0755
Term loans,"Euro currency market, three-month deposits",Yen,2004-10,-0.0786
Term loans,"Euro currency market, three-month deposits",Yen,2004-11,-0.0514
Term loans,"Euro currency market, three-month deposits",Yen,2004-12,-0.0561
Term loans,"Euro currency market, three-month deposits",Yen,2005-01,-0.0214
Term loans,"Euro currency market, three-month deposits",Yen,2005-02,-0.02
Term loans,"Euro currency market, three-month deposits",Yen,2005-03,-0.01
Term loans,"Euro currency market, three-month deposits",Yen,2005-04,-0.021
Term loans,"Euro currency market, three-month deposits",Yen,2005-05,-0.0182
Term loans,"Euro currency market, three-month deposits",Yen,2005-06,-0.0314
Term loans,"Euro currency market, three-month deposits",Yen,2005-07,-0.0243
Term loans,"Euro currency market, three-month deposits",Yen,2005-08,-0.0196
Term loans,"Euro currency market, three-month deposits",Yen,2005-09,-0.0132
Term loans,"Euro currency market, three-month deposits",Yen,2005-10,-0.0248
Term loans,"Euro currency market, three-month deposits",Yen,2005-11,-0.0232
Term loans,"Euro currency market, three-month deposits",Yen,2005-12,-0.0164
Term loans,"Euro currency market, three-month deposits",Yen,2006-01,-0.0209
Term loans,"Euro currency market, three-month deposits",Yen,2006-02,-0.0015
Term loans,"Euro currency market, three-month deposits",Yen,2006-03,0.0513
Term loans,"Euro currency market, three-month deposits",Yen,2006-04,0.0605
Term loans,"Euro currency market, three-month deposits",Yen,2006-05,0.1452
Term loans,"Euro currency market, three-month deposits",Yen,2006-06,0.2695
Term loans,"Euro currency market, three-month deposits",Yen,2006-07,0.351
Term loans,"Euro currency market, three-month deposits",Yen,2006-08,0.3478
Term loans,"Euro currency market, three-month deposits",Yen,2006-09,0.3624
Term loans,"Euro currency market, three-month deposits",Yen,2006-10,0.3795
Term loans,"Euro currency market, three-month deposits",Yen,2006-11,0.4136
Term loans,"Euro currency market, three-month deposits",Yen,2006-12,0.5005
Term loans,"Euro currency market, three-month deposits",Yen,2007-01,0.4874
Term loans,"Euro currency market, three-month deposits",Yen,2007-02,0.5195
Term loans,"Euro currency market, three-month deposits",Yen,2007-03,0.6277
Term loans,"Euro currency market, three-month deposits",Yen,2007-04,0.6038
Term loans,"Euro currency market, three-month deposits",Yen,2007-05,0.6265
Term loans,"Euro currency market, three-month deposits",Yen,2007-06,0.669
Term loans,"Euro currency market, three-month deposits",Yen,2007-07,0.705
Term loans,"Euro currency market, three-month deposits",Yen,2007-08,0.8348
Term loans,"Euro currency market, three-month deposits",Yen,2007-09,0.9225
Term loans,"Euro currency market, three-month deposits",Yen,2007-10,0.9183
Term loans,"Euro currency market, three-month deposits",Yen,2007-11,0.8423
