main item,sub item,region/currency,Period,waarde
Term loans,"Euribor, nine-month",Euro area,2015-09,0.086
Term loans,"Euribor, nine-month",Euro area,2015-10,0.064
Term loans,"Euribor, nine-month",Euro area,2015-11,0.024
Term loans,"Euribor, nine-month",Euro area,2015-12,0.004
Term loans,"Euribor, nine-month",Euro area,2016-01,-0.014
Term loans,"Euribor, nine-month",Euro area,2016-02,-0.063
Term loans,"Euribor, nine-month",Euro area,2016-03,-0.074
Term loans,"Euribor, nine-month",Euro area,2016-04,-0.073
Term loans,"Euribor, nine-month",Euro area,2016-05,-0.079
Term loans,"Euribor, nine-month",Euro area,2016-06,-0.096
Term loans,"Euribor, nine-month",Euro area,2016-07,-0.124
Term loans,"Euribor, nine-month",Euro area,2016-08,-0.119
Term loans,"Euribor, nine-month",Euro area,2016-09,-0.127
Term loans,"Euribor, nine-month",Euro area,2016-10,-0.132
Term loans,"Euribor, nine-month",Euro area,2016-11,-0.133
Term loans,"Euribor, nine-month",Euro area,2016-12,-0.137
Term loans,"Euribor, nine-month",Euro area,2017-01,-0.152
Term loans,"Euribor, nine-month",Euro area,2017-02,-0.165
Term loans,"Euribor, nine-month",Euro area,2017-03,-0.171
Term loans,"Euribor, nine-month",Euro area,2017-04,-0.179
Term loans,"Euribor, nine-month",Euro area,2017-05,-0.179
Term loans,"Euribor, nine-month",Euro area,2017-06,-0.195
Term loans,"Euribor, nine-month",Euro area,2017-07,-0.206
Term loans,"Euribor, nine-month",Euro area,2017-08,-0.211
Term loans,"Euribor, nine-month",Euro area,2017-09,-0.218
Term loans,"Euribor, nine-month",Euro area,2017-10,-0.221
Term loans,"Euribor, nine-month",Euro area,2017-11,-0.219
Term loans,"Euribor, nine-month",Euro area,2017-12,-0.22
Term loans,"Euribor, nine-month",Euro area,2018-01,-0.221
Term loans,"Euribor, nine-month",Euro area,2018-02,-0.222
Term loans,"Euribor, nine-month",Euro area,2018-03,-0.222
Term loans,"Euribor, nine-month",Euro area,2018-04,-0.22
Term loans,"Euribor, nine-month",Euro area,2018-05,-0.218
Term loans,"Euribor, nine-month",Euro area,2018-06,-0.213
Term loans,"Euribor, nine-month",Euro area,2018-07,-0.217
Term loans,"Euribor, nine-month",Euro area,2018-08,-0.21
Term loans,"Euribor, nine-month",Euro area,2018-09,-0.207
Term loans,"Euribor, nine-month",Euro area,2018-10,-0.204
Term loans,"Euribor, nine-month",Euro area,2018-11,-0.196
Term loans,"Euribor, twelve-month",Euro area,2001-01,4.5736
Term loans,"Euribor, twelve-month",Euro area,2001-02,4.5913
Term loans,"Euribor, twelve-month",Euro area,2001-03,4.4711
Term loans,"Euribor, twelve-month",Euro area,2001-04,4.4811
Term loans,"Euribor, twelve-month",Euro area,2001-05,4.5205
Term loans,"Euribor, twelve-month",Euro area,2001-06,4.3125
Term loans,"Euribor, twelve-month",Euro area,2001-07,4.3109
Term loans,"Euribor, twelve-month",Euro area,2001-08,4.1075
Term loans,"Euribor, twelve-month",Euro area,2001-09,3.77
Term loans,"Euribor, twelve-month",Euro area,2001-10,3.3694
Term loans,"Euribor, twelve-month",Euro area,2001-11,3.1979
Term loans,"Euribor, twelve-month",Euro area,2001-12,3.3003
Term loans,"Euribor, twelve-month",Euro area,2002-01,3.4832
Term loans,"Euribor, twelve-month",Euro area,2002-02,3.5936
Term loans,"Euribor, twelve-month",Euro area,2002-03,3.8156
Term loans,"Euribor, twelve-month",Euro area,2002-04,3.8602
Term loans,"Euribor, twelve-month",Euro area,2002-05,3.9627
Term loans,"Euribor, twelve-month",Euro area,2002-06,3.8688
Term loans,"Euribor, twelve-month",Euro area,2002-07,3.6448
Term loans,"Euribor, twelve-month",Euro area,2002-08,3.4404
Term loans,"Euribor, twelve-month",Euro area,2002-09,3.2364
Term loans,"Euribor, twelve-month",Euro area,2002-10,3.1259
Term loans,"Euribor, twelve-month",Euro area,2002-11,3.0174
Term loans,"Euribor, twelve-month",Euro area,2002-12,2.8716
Term loans,"Euribor, twelve-month",Euro area,2003-01,2.7045
Term loans,"Euribor, twelve-month",Euro area,2003-02,2.5036
Term loans,"Euribor, twelve-month",Euro area,2003-03,2.4112
Term loans,"Euribor, twelve-month",Euro area,2003-04,2.447
Term loans,"Euribor, twelve-month",Euro area,2003-05,2.2521
Term loans,"Euribor, twelve-month",Euro area,2003-06,2.0137
Term loans,"Euribor, twelve-month",Euro area,2003-07,2.0761
Term loans,"Euribor, twelve-month",Euro area,2003-08,2.2786
Term loans,"Euribor, twelve-month",Euro area,2003-09,2.2575
Term loans,"Euribor, twelve-month",Euro area,2003-10,2.3025
Term loans,"Euribor, twelve-month",Euro area,2003-11,2.4104
Term loans,"Euribor, twelve-month",Euro area,2003-12,2.3808
Term loans,"Euribor, twelve-month",Euro area,2004-01,2.2163
Term loans,"Euribor, twelve-month",Euro area,2004-02,2.163
Term loans,"Euribor, twelve-month",Euro area,2004-03,2.055
Term loans,"Euribor, twelve-month",Euro area,2004-04,2.1616
Term loans,"Euribor, twelve-month",Euro area,2004-05,2.2974
Term loans,"Euribor, twelve-month",Euro area,2004-06,2.4068
Term loans,"Euribor, twelve-month",Euro area,2004-07,2.361
Term loans,"Euribor, twelve-month",Euro area,2004-08,2.302
Term loans,"Euribor, twelve-month",Euro area,2004-09,2.377
Term loans,"Euribor, twelve-month",Euro area,2004-10,2.3161
Term loans,"Euribor, twelve-month",Euro area,2004-11,2.3283
Term loans,"Euribor, twelve-month",Euro area,2004-12,2.301
Term loans,"Euribor, twelve-month",Euro area,2005-01,2.3121
Term loans,"Euribor, twelve-month",Euro area,2005-02,2.31
Term loans,"Euribor, twelve-month",Euro area,2005-03,2.3348
Term loans,"Euribor, twelve-month",Euro area,2005-04,2.2651
Term loans,"Euribor, twelve-month",Euro area,2005-05,2.1933
Term loans,"Euribor, twelve-month",Euro area,2005-06,2.1028
Term loans,"Euribor, twelve-month",Euro area,2005-07,2.168
Term loans,"Euribor, twelve-month",Euro area,2005-08,2.2229
Term loans,"Euribor, twelve-month",Euro area,2005-09,2.2195
Term loans,"Euribor, twelve-month",Euro area,2005-10,2.4136
Term loans,"Euribor, twelve-month",Euro area,2005-11,2.6844
Term loans,"Euribor, twelve-month",Euro area,2005-12,2.7833
Term loans,"Euribor, twelve-month",Euro area,2006-01,2.8335
Term loans,"Euribor, twelve-month",Euro area,2006-02,2.9141
Term loans,"Euribor, twelve-month",Euro area,2006-03,3.1053
Term loans,"Euribor, twelve-month",Euro area,2006-04,3.2214
Term loans,"Euribor, twelve-month",Euro area,2006-05,3.3078
Term loans,"Euribor, twelve-month",Euro area,2006-06,3.4005
Term loans,"Euribor, twelve-month",Euro area,2006-07,3.5386
Term loans,"Euribor, twelve-month",Euro area,2006-08,3.6151
Term loans,"Euribor, twelve-month",Euro area,2006-09,3.7153
Term loans,"Euribor, twelve-month",Euro area,2006-10,3.7992
Term loans,"Euribor, twelve-month",Euro area,2006-11,3.8637
Term loans,"Euribor, twelve-month",Euro area,2006-12,3.9209
Term loans,"Euribor, twelve-month",Euro area,2007-01,4.0644
Term loans,"Euribor, twelve-month",Euro area,2007-02,4.0935
Term loans,"Euribor, twelve-month",Euro area,2007-03,4.1055
Term loans,"Euribor, twelve-month",Euro area,2007-04,4.2527
Term loans,"Euribor, twelve-month",Euro area,2007-05,4.3731
Term loans,"Euribor, twelve-month",Euro area,2007-06,4.5055
Term loans,"Euribor, twelve-month",Euro area,2007-07,4.5638
Term loans,"Euribor, twelve-month",Euro area,2007-08,4.6663
Term loans,"Euribor, twelve-month",Euro area,2007-09,4.7245
Term loans,"Euribor, twelve-month",Euro area,2007-10,4.6467
Term loans,"Euribor, twelve-month",Euro area,2007-11,4.6072
Term loans,"Euribor, twelve-month",Euro area,2007-12,4.7929
Term loans,"Euribor, twelve-month",Euro area,2008-01,4.498
Term loans,"Euribor, twelve-month",Euro area,2008-02,4.3489
Term loans,"Euribor, twelve-month",Euro area,2008-03,4.5901
Term loans,"Euribor, twelve-month",Euro area,2008-04,4.8199
Term loans,"Euribor, twelve-month",Euro area,2008-05,4.9938
Term loans,"Euribor, twelve-month",Euro area,2008-06,5.3608
Term loans,"Euribor, twelve-month",Euro area,2008-07,5.3932
Term loans,"Euribor, twelve-month",Euro area,2008-08,5.323
Term loans,"Euribor, twelve-month",Euro area,2008-09,5.3839
Term loans,"Euribor, twelve-month",Euro area,2008-10,5.2478
Term loans,"Euribor, twelve-month",Euro area,2008-11,4.3504
Term loans,"Euribor, twelve-month",Euro area,2008-12,3.452
Term loans,"Euribor, twelve-month",Euro area,2009-01,2.6216
Term loans,"Euribor, twelve-month",Euro area,2009-02,2.1354
Term loans,"Euribor, twelve-month",Euro area,2009-03,1.9089
Term loans,"Euribor, twelve-month",Euro area,2009-04,1.771
Term loans,"Euribor, twelve-month",Euro area,2009-05,1.6444
Term loans,"Euribor, twelve-month",Euro area,2009-06,1.6105
Term loans,"Euribor, twelve-month",Euro area,2009-07,1.412
Term loans,"Euribor, twelve-month",Euro area,2009-08,1.3343
Term loans,"Euribor, twelve-month",Euro area,2009-09,1.261
Term loans,"Euribor, twelve-month",Euro area,2009-10,1.2426
Term loans,"Euribor, twelve-month",Euro area,2009-11,1.2306
Term loans,"Euribor, twelve-month",Euro area,2009-12,1.2425
Term loans,"Euribor, twelve-month",Euro area,2010-01,1.2322
Term loans,"Euribor, twelve-month",Euro area,2010-02,1.2252
Term loans,"Euribor, twelve-month",Euro area,2010-03,1.2151
Term loans,"Euribor, twelve-month",Euro area,2010-04,1.2252
Term loans,"Euribor, twelve-month",Euro area,2010-05,1.2493
Term loans,"Euribor, twelve-month",Euro area,2010-06,1.2813
Term loans,"Euribor, twelve-month",Euro area,2010-07,1.3734
Term loans,"Euribor, twelve-month",Euro area,2010-08,1.421
Term loans,"Euribor, twelve-month",Euro area,2010-09,1.4205
Term loans,"Euribor, twelve-month",Euro area,2010-10,1.4954
Term loans,"Euribor, twelve-month",Euro area,2010-11,1.5405
Term loans,"Euribor, twelve-month",Euro area,2010-12,1.526
Term loans,"Euribor, twelve-month",Euro area,2011-01,1.55
Term loans,"Euribor, twelve-month",Euro area,2011-02,1.714
Term loans,"Euribor, twelve-month",Euro area,2011-03,1.9241
Term loans,"Euribor, twelve-month",Euro area,2011-04,2.0876
Term loans,"Euribor, twelve-month",Euro area,2011-05,2.1471
Term loans,"Euribor, twelve-month",Euro area,2011-06,2.1441
Term loans,"Euribor, twelve-month",Euro area,2011-07,2.1827
Term loans,"Euribor, twelve-month",Euro area,2011-08,2.0969
Term loans,"Euribor, twelve-month",Euro area,2011-09,2.0669
Term loans,"Euribor, twelve-month",Euro area,2011-10,2.1101
Term loans,"Euribor, twelve-month",Euro area,2011-11,2.0439
Term loans,"Euribor, twelve-month",Euro area,2011-12,2.0035
Term loans,"Euribor, twelve-month",Euro area,2012-01,1.8366
Term loans,"Euribor, twelve-month",Euro area,2012-02,1.6783
Term loans,"Euribor, twelve-month",Euro area,2012-03,1.4985
Term loans,"Euribor, twelve-month",Euro area,2012-04,1.3678
Term loans,"Euribor, twelve-month",Euro area,2012-05,1.266
Term loans,"Euribor, twelve-month",Euro area,2012-06,1.219
Term loans,"Euribor, twelve-month",Euro area,2012-07,1.0608
Term loans,"Euribor, twelve-month",Euro area,2012-08,0.8766
Term loans,"Euribor, twelve-month",Euro area,2012-09,0.7398
Term loans,"Euribor, twelve-month",Euro area,2012-10,0.6501
Term loans,"Euribor, twelve-month",Euro area,2012-11,0.5879
Term loans,"Euribor, twelve-month",Euro area,2012-12,0.549
Term loans,"Euribor, twelve-month",Euro area,2013-01,0.5753
Term loans,"Euribor, twelve-month",Euro area,2013-02,0.5942
Term loans,"Euribor, twelve-month",Euro area,2013-03,0.545
Term loans,"Euribor, twelve-month",Euro area,2013-04,0.5284
Term loans,"Euribor, twelve-month",Euro area,2013-05,0.4838
Term loans,"Euribor, twelve-month",Euro area,2013-06,0.507
Term loans,"Euribor, twelve-month",Euro area,2013-07,0.5254
Term loans,"Euribor, twelve-month",Euro area,2013-08,0.5423
Term loans,"Euribor, twelve-month",Euro area,2013-09,0.5434
Term loans,"Euribor, twelve-month",Euro area,2013-10,0.541
Term loans,"Euribor, twelve-month",Euro area,2013-11,0.5064
Term loans,"Euribor, twelve-month",Euro area,2013-12,0.5425
Term loans,"Euribor, twelve-month",Euro area,2014-01,0.5621
Term loans,"Euribor, twelve-month",Euro area,2014-02,0.549
Term loans,"Euribor, twelve-month",Euro area,2014-03,0.5773
Term loans,"Euribor, twelve-month",Euro area,2014-04,0.604
Term loans,"Euribor, twelve-month",Euro area,2014-05,0.5923
Term loans,"Euribor, twelve-month",Euro area,2014-06,0.5127
Term loans,"Euribor, twelve-month",Euro area,2014-07,0.4875
Term loans,"Euribor, twelve-month",Euro area,2014-08,0.4691
Term loans,"Euribor, twelve-month",Euro area,2014-09,0.3623
Term loans,"Euribor, twelve-month",Euro area,2014-10,0.3376
Term loans,"Euribor, twelve-month",Euro area,2014-11,0.3347
Term loans,"Euribor, twelve-month",Euro area,2014-12,0.3285
Term loans,"Euribor, twelve-month",Euro area,2015-01,0.2982
Term loans,"Euribor, twelve-month",Euro area,2015-02,0.255
Term loans,"Euribor, twelve-month",Euro area,2015-03,0.2124
Term loans,"Euribor, twelve-month",Euro area,2015-04,0.1804
Term loans,"Euribor, twelve-month",Euro area,2015-05,0.1653
Term loans,"Euribor, twelve-month",Euro area,2015-06,0.163
Term loans,"Euribor, twelve-month",Euro area,2015-07,0.1673
Term loans,"Euribor, twelve-month",Euro area,2015-08,0.1613
Term loans,"Euribor, twelve-month",Euro area,2015-09,0.1536
Term loans,"Euribor, twelve-month",Euro area,2015-10,0.1279
Term loans,"Euribor, twelve-month",Euro area,2015-11,0.0789
Term loans,"Euribor, twelve-month",Euro area,2015-12,0.0589
Term loans,"Euribor, twelve-month",Euro area,2016-01,0.0424
Term loans,"Euribor, twelve-month",Euro area,2016-02,-0.0079
Term loans,"Euribor, twelve-month",Euro area,2016-03,-0.0124
Term loans,"Euribor, twelve-month",Euro area,2016-04,-0.0098
Term loans,"Euribor, twelve-month",Euro area,2016-05,-0.0126
Term loans,"Euribor, twelve-month",Euro area,2016-06,-0.028
Term loans,"Euribor, twelve-month",Euro area,2016-07,-0.056
Term loans,"Euribor, twelve-month",Euro area,2016-08,-0.0483
Term loans,"Euribor, twelve-month",Euro area,2016-09,-0.0571
Term loans,"Euribor, twelve-month",Euro area,2016-10,-0.0688
Term loans,"Euribor, twelve-month",Euro area,2016-11,-0.074
Term loans,"Euribor, twelve-month",Euro area,2016-12,-0.0804
Term loans,"Euribor, twelve-month",Euro area,2017-01,-0.0945
Term loans,"Euribor, twelve-month",Euro area,2017-02,-0.1059
Term loans,"Euribor, twelve-month",Euro area,2017-03,-0.1096
Term loans,"Euribor, twelve-month",Euro area,2017-04,-0.119
Term loans,"Euribor, twelve-month",Euro area,2017-05,-0.1272
Term loans,"Euribor, twelve-month",Euro area,2017-06,-0.1491
Term loans,"Euribor, twelve-month",Euro area,2017-07,-0.1541
Term loans,"Euribor, twelve-month",Euro area,2017-08,-0.1563
Term loans,"Euribor, twelve-month",Euro area,2017-09,-0.1683
Term loans,"Euribor, twelve-month",Euro area,2017-10,-0.1798
Term loans,"Euribor, twelve-month",Euro area,2017-11,-0.189
Term loans,"Euribor, twelve-month",Euro area,2017-12,-0.1897
Term loans,"Euribor, twelve-month",Euro area,2018-01,-0.1887
Term loans,"Euribor, twelve-month",Euro area,2018-02,-0.1912
Term loans,"Euribor, twelve-month",Euro area,2018-03,-0.191
Term loans,"Euribor, twelve-month",Euro area,2018-04,-0.1897
Term loans,"Euribor, twelve-month",Euro area,2018-05,-0.188
Term loans,"Euribor, twelve-month",Euro area,2018-06,-0.1815
Term loans,"Euribor, twelve-month",Euro area,2018-07,-0.1795
Term loans,"Euribor, twelve-month",Euro area,2018-08,-0.1693
Term loans,"Euribor, twelve-month",Euro area,2018-09,-0.1662
Term loans,"Euribor, twelve-month",Euro area,2018-10,-0.1538
Term loans,"Euribor, twelve-month",Euro area,2018-11,-0.1474
Term loans,"Euribor, twelve-month",Euro area,2018-12,-0.1287
Term loans,"Euribor, twelve-month",Euro area,2019-01,-0.1159
Term loans,"Euribor, twelve-month",Euro area,2019-02,-0.1084
Term loans,"Euribor, twelve-month",Euro area,2019-03,-0.1088
Term loans,"Euribor, twelve-month",Euro area,2019-04,-0.1122
Term loans,"Euribor, twelve-month",Euro area,2019-05,-0.1339
Term loans,"Euribor, twelve-month",Euro area,2019-06,-0.1902
Term loans,"Euribor, twelve-month",Euro area,2019-07,-0.2833
Term loans,"Euribor, twelve-month",Euro area,2019-08,-0.3563
Term loans,"Euribor, twelve-month",Euro area,2019-09,-0.3391
Term loans,"Euribor, twelve-month",Euro area,2019-10,-0.3042
Term loans,"Euribor, twelve-month",Euro area,2019-11,-0.272
Term loans,"Euribor, twelve-month",Euro area,2019-12,-0.2614
Term loans,"Euribor, twelve-month",Euro area,2020-01,-0.2534
Term loans,"Euribor, twelve-month",Euro area,2020-02,-0.2881
Term loans,"Euribor, twelve-month",Euro area,2020-03,-0.2656
Term loans,"Euribor, twelve-month",Euro area,2020-04,-0.1082
Term loans,"Euribor, twelve-month",Euro area,2020-05,-0.0814
Term loans,"Euribor, twelve-month",Euro area,2020-06,-0.1475
Term loans,"Euribor, twelve-month",Euro area,2020-07,-0.2789
Term loans,"Euribor, twelve-month",Euro area,2020-08,-0.3589
Term loans,"Euribor, twelve-month",Euro area,2020-09,-0.4146
Term loans,"Euribor, twelve-month",Euro area,2020-10,-0.466
Term loans,"Euribor, twelve-month",Euro area,2020-11,-0.4806
Term loans,"Euribor, twelve-month",Euro area,2020-12,-0.4966
Term loans,"Euribor, twelve-month",Euro area,2021-01,-0.5047
Term loans,"Euribor, twelve-month",Euro area,2021-02,-0.5008
Term loans,"Euribor, twelve-month",Euro area,2021-03,-0.4867
Term loans,"Euribor, twelve-month",Euro area,2021-04,-0.4835
Term loans,"Euribor, twelve-month",Euro area,2021-05,-0.4806
Term loans,"Euribor, twelve-month",Euro area,2021-06,-0.4839
Term loans,"Euribor, twelve-month",Euro area,2021-07,-0.4907
Term loans,"Euribor, twelve-month",Euro area,2021-08,-0.4982
Term loans,"Euribor, twelve-month",Euro area,2021-09,-0.4923
Term loans,"Euribor, twelve-month",Euro area,2021-10,-0.4768
Term loans,"Euribor, twelve-month",Euro area,2021-11,-0.487
Term loans,"Euribor, twelve-month",Euro area,2021-12,-0.502
Term loans,"Euribor, twelve-month",Euro area,2022-01,-0.4767
Term loans,"Euribor, twelve-month",Euro area,2022-02,-0.3352
Term loans,"Euribor, twelve-month",Euro area,2022-03,-0.2374
Term loans,"Euribor, twelve-month",Euro area,2022-04,0.0131
Term loans,"Euribor, twelve-month",Euro area,2022-05,0.287
Term loans,"Euribor, twelve-month",Euro area,2022-06,0.852
Term loans,"Euribor, twelve-month",Euro area,2022-07,0.992
Term loans,"Euribor, twelve-month",Euro area,2022-08,1.249
Term loans,"Euribor, twelve-month",Euro area,2022-09,2.233
Term loans,"Euribor, twelve-month",Euro area,2022-10,2.629
Term loans,"Euribor, twelve-month",Euro area,2022-11,2.828
Term loans,"Euribor, twelve-month",Euro area,2022-12,3.018
Central government bonds,10 year,Netherlands,2001-01,4.93
Central government bonds,10 year,Netherlands,2001-02,4.92
Central government bonds,10 year,Netherlands,2001-03,4.83
Central government bonds,10 year,Netherlands,2001-04,5.02
Central government bonds,10 year,Netherlands,2001-05,5.22
Central government bonds,10 year,Netherlands,2001-06,5.17
Central government bonds,10 year,Netherlands,2001-07,5.17
Central government bonds,10 year,Netherlands,2001-08,4.98
Central government bonds,10 year,Netherlands,2001-09,4.98
Central government bonds,10 year,Netherlands,2001-10,4.76
Central government bonds,10 year,Netherlands,2001-11,4.62
Central government bonds,10 year,Netherlands,2001-12,4.89
Central government bonds,10 year,Netherlands,2002-01,4.97
Central government bonds,10 year,Netherlands,2002-02,5.03
Central government bonds,10 year,Netherlands,2002-03,5.27
Central government bonds,10 year,Netherlands,2002-04,5.25
Central government bonds,10 year,Netherlands,2002-05,5.31
Central government bonds,10 year,Netherlands,2002-06,5.16
Central government bonds,10 year,Netherlands,2002-07,4.99
Central government bonds,10 year,Netherlands,2002-08,4.71
Central government bonds,10 year,Netherlands,2002-09,4.5
Central government bonds,10 year,Netherlands,2002-10,4.58
Central government bonds,10 year,Netherlands,2002-11,4.55
Central government bonds,10 year,Netherlands,2002-12,4.36
Central government bonds,10 year,Netherlands,2003-01,4.19
Central government bonds,10 year,Netherlands,2003-02,3.97
Central government bonds,10 year,Netherlands,2003-03,4.01
Central government bonds,10 year,Netherlands,2003-04,4.23
Central government bonds,10 year,Netherlands,2003-05,3.91
Central government bonds,10 year,Netherlands,2003-06,3.72
Central government bonds,10 year,Netherlands,2003-07,4.04
Central government bonds,10 year,Netherlands,2003-08,4.18
Central government bonds,10 year,Netherlands,2003-09,4.21
Central government bonds,10 year,Netherlands,2003-10,4.27
Central government bonds,10 year,Netherlands,2003-11,4.41
Central government bonds,10 year,Netherlands,2003-12,4.33
Central government bonds,10 year,Netherlands,2004-01,4.18
Central government bonds,10 year,Netherlands,2004-02,4.12
Central government bonds,10 year,Netherlands,2004-03,3.93
Central government bonds,10 year,Netherlands,2004-04,4.13
Central government bonds,10 year,Netherlands,2004-05,4.37
Central government bonds,10 year,Netherlands,2004-06,4.42
Central government bonds,10 year,Netherlands,2004-07,4.31
Central government bonds,10 year,Netherlands,2004-08,4.15
Central government bonds,10 year,Netherlands,2004-09,4.09
Central government bonds,10 year,Netherlands,2004-10,3.96
Central government bonds,10 year,Netherlands,2004-11,3.85
Central government bonds,10 year,Netherlands,2004-12,3.63
Central government bonds,10 year,Netherlands,2005-01,3.56
Central government bonds,10 year,Netherlands,2005-02,3.55
Central government bonds,10 year,Netherlands,2005-03,3.69
Central government bonds,10 year,Netherlands,2005-04,3.48
Central government bonds,10 year,Netherlands,2005-05,3.3
Central government bonds,10 year,Netherlands,2005-06,3.13
Central government bonds,10 year,Netherlands,2005-07,3.27
Central government bonds,10 year,Netherlands,2005-08,3.28
Central government bonds,10 year,Netherlands,2005-09,3.12
Central government bonds,10 year,Netherlands,2005-10,3.28
Central government bonds,10 year,Netherlands,2005-11,3.48
Central government bonds,10 year,Netherlands,2005-12,3.35
Central government bonds,10 year,Netherlands,2006-01,3.33
Central government bonds,10 year,Netherlands,2006-02,3.48
Central government bonds,10 year,Netherlands,2006-03,3.66
Central government bonds,10 year,Netherlands,2006-04,3.92
Central government bonds,10 year,Netherlands,2006-05,3.96
Central government bonds,10 year,Netherlands,2006-06,3.97
Central government bonds,10 year,Netherlands,2006-07,3.99
Central government bonds,10 year,Netherlands,2006-08,3.9
Central government bonds,10 year,Netherlands,2006-09,3.78
Central government bonds,10 year,Netherlands,2006-10,3.82
Central government bonds,10 year,Netherlands,2006-11,3.75
Central government bonds,10 year,Netherlands,2006-12,3.82
Central government bonds,10 year,Netherlands,2007-01,4.05
Central government bonds,10 year,Netherlands,2007-02,4.07
Central government bonds,10 year,Netherlands,2007-03,3.98
Central government bonds,10 year,Netherlands,2007-04,4.19
Central government bonds,10 year,Netherlands,2007-05,4.33
Central government bonds,10 year,Netherlands,2007-06,4.61
Central government bonds,10 year,Netherlands,2007-07,4.56
Central government bonds,10 year,Netherlands,2007-08,4.38
Central government bonds,10 year,Netherlands,2007-09,4.34
Central government bonds,10 year,Netherlands,2007-10,4.38
Central government bonds,10 year,Netherlands,2007-11,4.21
Central government bonds,10 year,Netherlands,2007-12,4.34
Central government bonds,10 year,Netherlands,2008-01,4.13
Central government bonds,10 year,Netherlands,2008-02,4.05
Central government bonds,10 year,Netherlands,2008-03,3.97
Central government bonds,10 year,Netherlands,2008-04,4.21
Central government bonds,10 year,Netherlands,2008-05,4.36
Central government bonds,10 year,Netherlands,2008-06,4.73
Central government bonds,10 year,Netherlands,2008-07,4.69
Central government bonds,10 year,Netherlands,2008-08,4.4
Central government bonds,10 year,Netherlands,2008-09,4.35
Central government bonds,10 year,Netherlands,2008-10,4.23
Central government bonds,10 year,Netherlands,2008-11,3.96
Central government bonds,10 year,Netherlands,2008-12,3.65
Central government bonds,10 year,Netherlands,2009-01,3.76
Central government bonds,10 year,Netherlands,2009-02,3.8
Central government bonds,10 year,Netherlands,2009-03,3.66
Central government bonds,10 year,Netherlands,2009-04,3.77
Central government bonds,10 year,Netherlands,2009-05,3.85
Central government bonds,10 year,Netherlands,2009-06,3.96
Central government bonds,10 year,Netherlands,2009-07,3.76
Central government bonds,10 year,Netherlands,2009-08,3.61
Central government bonds,10 year,Netherlands,2009-09,3.58
Central government bonds,10 year,Netherlands,2009-10,3.53
Central government bonds,10 year,Netherlands,2009-11,3.52
Central government bonds,10 year,Netherlands,2009-12,3.44
Central government bonds,10 year,Netherlands,2010-01,3.47
Central government bonds,10 year,Netherlands,2010-02,3.36
Central government bonds,10 year,Netherlands,2010-03,3.37
Central government bonds,10 year,Netherlands,2010-04,3.32
Central government bonds,10 year,Netherlands,2010-05,3.02
Central government bonds,10 year,Netherlands,2010-06,2.9
Central government bonds,10 year,Netherlands,2010-07,2.85
Central government bonds,10 year,Netherlands,2010-08,2.56
Central government bonds,10 year,Netherlands,2010-09,2.52
Central government bonds,10 year,Netherlands,2010-10,2.58
Central government bonds,10 year,Netherlands,2010-11,2.79
Central government bonds,10 year,Netherlands,2010-12,3.15
Central government bonds,10 year,Netherlands,2011-01,3.23
Central government bonds,10 year,Netherlands,2011-02,3.41
Central government bonds,10 year,Netherlands,2011-03,3.42
Central government bonds,10 year,Netherlands,2011-04,3.65
Central government bonds,10 year,Netherlands,2011-05,3.4
Central government bonds,10 year,Netherlands,2011-06,3.28
Central government bonds,10 year,Netherlands,2011-07,3.17
Central government bonds,10 year,Netherlands,2011-08,2.68
Central government bonds,10 year,Netherlands,2011-09,2.34
Central government bonds,10 year,Netherlands,2011-10,2.46
Central government bonds,10 year,Netherlands,2011-11,2.45
Central government bonds,10 year,Netherlands,2011-12,2.38
Central government bonds,10 year,Netherlands,2012-01,2.2
Central government bonds,10 year,Netherlands,2012-02,2.24
Central government bonds,10 year,Netherlands,2012-03,2.25
Central government bonds,10 year,Netherlands,2012-04,2.29
Central government bonds,10 year,Netherlands,2012-05,1.96
Central government bonds,10 year,Netherlands,2012-06,1.93
Central government bonds,10 year,Netherlands,2012-07,1.75
Central government bonds,10 year,Netherlands,2012-08,1.76
Central government bonds,10 year,Netherlands,2012-09,1.84
Central government bonds,10 year,Netherlands,2012-10,1.77
Central government bonds,10 year,Netherlands,2012-11,1.65
Central government bonds,10 year,Netherlands,2012-12,1.56
Central government bonds,10 year,Netherlands,2013-01,1.74
Central government bonds,10 year,Netherlands,2013-02,1.83
Central government bonds,10 year,Netherlands,2013-03,1.67
Central government bonds,10 year,Netherlands,2013-04,1.66
Central government bonds,10 year,Netherlands,2013-05,1.69
Central government bonds,10 year,Netherlands,2013-06,2
Central government bonds,10 year,Netherlands,2013-07,2.03
Central government bonds,10 year,Netherlands,2013-08,2.2
Central government bonds,10 year,Netherlands,2013-09,2.32
Central government bonds,10 year,Netherlands,2013-10,2.18
Central government bonds,10 year,Netherlands,2013-11,2.06
Central government bonds,10 year,Netherlands,2013-12,2.16
Central government bonds,10 year,Netherlands,2014-01,2.1
Central government bonds,10 year,Netherlands,2014-02,1.89
Central government bonds,10 year,Netherlands,2014-03,1.81
Central government bonds,10 year,Netherlands,2014-04,1.85
Central government bonds,10 year,Netherlands,2014-05,1.71
Central government bonds,10 year,Netherlands,2014-06,1.6
Central government bonds,10 year,Netherlands,2014-07,1.41
Central government bonds,10 year,Netherlands,2014-08,1.2
Central government bonds,10 year,Netherlands,2014-09,1.15
